,Channel,Year,Degree,Level,Nationality,Career,Crypto type,Crypto usage,Crypto knowledge,Duration,Trade performance,Remittance amount,Crypto knowledge source,Influenced family and friends,Intend to use crypto in future
11529,online,2022,Business,2nd,ME,Medical,"BTC,ALT",remittance,++,11-3,,50,family,N,Y
11530,online,2024,Humanities,1st,India,Engineering,"BTC,ALT","remittance,trans",+++,4-5,,25,study/research,Y,Y
11531,online,2023,Business,PhD,USA,Technology,"BTC,ETH","trade,remittance,trans",+++,4-5,,25,marketing,Y,Y
11532,online,2023,Business,PhD,USA,Public,ALT,"remittance,trans",++,5+,,50,study/research,Y,N
11533,online,2022,STEM,PhD,India,Engineering,"BTC,DOGE",remittance,+++,11-3,,75,study/research,N,Y
11534,online,2023,Business,3rd,USA,Technology,"ETH,NFT,ALT","remittance,trans",+++,1-3,,50,study/research,Y,N
11535,f2f,2024,Business,1st,China,Public,"BTC,ALT","remittance,trans",+++,,,25,study/research,Y,Y
11536,online,2021,STEM,2nd,Europe,Retail,BTC,remittance,+++,4-5,,50,marketing,Y,N
11537,online,2024,STEM,3rd,USA,Public,BTC,remittance,+++,1-3,,25,family,N,Y
11538,f2f,2024,STEM,1st,Europe,Legal,"BTC,ETH",remittance,+++,1-3,,25,family,N,Y
11539,online,2023,Business,MSc,India,Engineering,"BTC,NFT",remittance,+,1,,75,family,Y,Y
11540,online,2021,Business,MSc,Africa,Finance,ETH,trade,++,1-3,--,,family,Y,Y
11541,online,2020,Business,PhD,Turkey,Public,"BTC,ALT",remittance,+,,,25,study/research,Y,Y
11542,online,2024,Business,PhD,India,Technology,BTC,"trade,remittance,trans",++,,++,25,family,Y,N
11543,f2f,2021,Business,MSc,USA,Finance,BTC,"trade,remittance,trans",++,1-3,,25,family,N,Y
11544,online,2021,STEM,MSc,China,Technology,DOGE,"trade,remittance",+++,4-5,++,100,marketing,Y,Y
11545,f2f,2020,Business,PhD,Turkey,Medical,"BTC,ALT",remittance,++,1-3,,50,family,N,Y
11546,f2f,2023,STEM,MSc,ME,Engineering,"BTC,DOGE",trade,++,5+,++,,study/research,Y,Y
11547,f2f,2021,STEM,MSc,ME,Retail,"BTC,ETH","trade,remittance",+++,4-5,-,25,study/research,Y,N
11548,online,2025,Humanities,MSc,India,Legal,"NFT,ALT","remittance,trans",+++,1,,75,marketing,Y,Y
11549,online,2020,STEM,Phd,USA,Finance,BTC,remittance,+++,5+,,100,friends,N,N
11550,online,2023,Business,2nd,USA,Technology,"BTC,ETH","trade,remittance,trans",,1-3,--,,family,Y,Y
11551,online,2021,Business,MSc,Europe,Finance,ETH,"trade,remittance,trans",,1-3,++,100,study/research,Y,Y
11552,online,2024,Business,3rd,USA,Legal,"BTC,DOGE",remittance,+++,,,25,marketing,Y,N
11553,online,2025,Business,PhD,South America,Retail,"BTC,ALT","remittance,trans",++,1,,100,study/research,Y,Y
11554,online,2021,Business,PhD,China,Medical,,remittance,+,1-3,,100,friends,Y,Y
11555,online,2021,Business,2nd,Europe,Finance,BTC,trade,++,1-3,++,,friends,Y,Y
11556,online,2021,Humanities,1st,Europe,Medical,"ETH,ALT",trade,++,1,-,,marketing,Y,Y
11557,online,2021,Business,3rd,South America,Finance,ALT,"remittance,trans",++,,,100,study/research,N,Y
11558,online,2021,STEM,MSc,Africa,,"BTC,NFT,DOGE",trade,+++,1,,,marketing,N,N
11559,f2f,2021,Humanities,1st,ME,Retail,"BTC,ETH",trade,+++,1,-,,marketing,Y,N
11560,online,2021,STEM,3rd,ME,Finance,BTC,trade,++,5+,++,,friends,Y,Y
11561,online,2020,Business,3rd,Europe,Public,DOGE,trade,+,1,--,,marketing,Y,Y
11562,f2f,2022,Business,Phd,China,Legal,BTC,"remittance,trans",++,1,,25,friends,N,Y
11563,online,2020,Business,PhD,India,Finance,BTC,"trade,remittance,trans",,1-3,++,,study/research,Y,Y
11564,online,2024,STEM,PhD,USA,Technology,"BTC,NFT","trade,remittance,trans",+++,1-3,-,25,friends,Y,N
11565,online,2020,Business,1st,Europe,Medical,"BTC,ALT",remittance,+++,5+,,50,marketing,N,N
11566,online,2020,STEM,Phd,South America,Technology,"BTC,DOGE","remittance,trans",+++,4-5,,50,study/research,Y,Y
11567,online,2025,Business,3rd,South America,Finance,BTC,"remittance,trans",+++,1,,75,friends,Y,Y
11568,f2f,2021,STEM,MSc,Europe,Finance,"BTC,ETH,ALT",trade,+++,1,++,,study/research,N,Y
11569,online,2020,Business,MSc,South America,Technology,DOGE,"trade,remittance,trans",+++,1-3,+,25,study/research,Y,N
11570,online,2021,Business,MSc,Africa,Finance,NFT,"trade,remittance",+++,1,,,marketing,Y,Y
11571,f2f,2024,Business,3rd,Europe,Finance,ALT,"remittance,trans",++,1,,50,study/research,Y,Y
11572,f2f,2021,STEM,MSc,ME,Technology,"BTC,ETH","trade,remittance",+++,1-3,+++,25,family,Y,Y
11573,online,2021,STEM,MSc,China,Technology,BTC,"trade,remittance",,1,++,100,marketing,Y,Y
11574,online,2023,STEM,3rd,Africa,,ETH,trade,+,5+,-,,marketing,Y,Y
11575,online,2022,STEM,2nd,ME,Finance,"BTC,NFT,DOGE",trade,+,1,--,,study/research,Y,N
11576,online,2021,Business,PhD,China,Engineering,ETH,"trade,remittance",+++,4-5,+++,,family,Y,Y
11577,online,2022,Humanities,3rd,Turkey,Engineering,"ETH,NFT,ALT",remittance,+++,,,75,friends,Y,N
11578,f2f,2024,Humanities,MSc,China,Finance,"BTC,ALT","remittance,trans",++,11,,50,study/research,Y,Y
11579,f2f,2020,Business,MSc,USA,Finance,ETH,remittance,++,1-3,,100,marketing,Y,Y
11580,online,2020,Humanities,2nd,India,Medical,BTC,remittance,+,4-5,,100,friends,N,Y
11581,online,2020,Business,1st,India,Public,"BTC,ETH,ALT","remittance,trans",+++,1,,50,study/research,N,Y
11582,online,2020,STEM,3rd,China,Medical,"BTC,NFT,DOGE",trade,+,1,,,marketing,N,N
11583,online,2021,STEM,MSc,India,Retail,BTC,"trade,remittance",+++,4-5,+++,,family,N,Y
11584,online,2021,STEM,3rd,USA,Engineering,"BTC,ALT","remittance,trans",+++,5+,,50,friends,Y,N
11585,online,2025,STEM,3rd,South America,Finance,ALT,"remittance,trans",+++,4-5,,25,family,Y,Y
11586,online,2024,Humanities,3rd,Turkey,Finance,"NFT,ALT","remittance,trans",++,4-5,,50,study/research,Y,Y
11587,online,2023,Business,1st,Turkey,Finance,"BTC,ALT",remittance,++,1-3,,25,marketing,N,Y
11588,f2f,2025,STEM,3rd,USA,Retail,ETH,"remittance,trans",+++,11,,25,study/research,Y,Y
11589,f2f,2025,STEM,3rd,Europe,Engineering,"NFT,ALT","remittance,trans",++,4-5,,100,study/research,N,Y
11590,f2f,2024,STEM,3rd,Africa,Finance,"BTC,NFT",trade,+++,4-5,++,,study/research,N,Y
11591,f2f,2021,Business,MSc,China,Finance,ETH,trade,+++,4-5,,,study/research,Y,Y
11592,online,2025,Business,PhD,South America,Technology,"BTC,ETH","remittance,trans",+++,,,100,marketing,Y,Y
11593,online,2023,Business,2nd,South America,Technology,"BTC,ETH",remittance,+,11-3,,75,study/research,Y,Y
11594,online,2022,Humanities,3rd,India,Finance,"ETH,DOGE","remittance,trans",+++,4-5,,25,study/research,N,Y
11595,f2f,2024,Humanities,Phd,China,Finance,ALT,"remittance,trans",+++,1-3,,50,study/research,Y,Y
11596,online,2024,Business,PhD,Europe,Technology,ETH,"trade,remittance",+++,4-5,+,25,family,Y,N
11597,online,2021,Business,MSc,China,Technology,"BTC,ETH","trade,remittance",+++,1,-,25,study/research,Y,Y
11598,online,2020,Business,Phd,Europe,Legal,"BTC,ETH",remittance,+,1-3,,25,marketing,Y,N
11599,online,2023,Business,MSc,India,Technology,BTC,"remittance,trans",+++,1,,75,marketing,Y,Y
11600,online,2025,Humanities,Phd,South America,Finance,"BTC,ALT","remittance,trans",+++,4-5,,100,study/research,Y,Y
11601,f2f,2020,Business,MSc,ME,Finance,BTC,trade,+++,4-5,++,,study/research,Y,Y
11602,f2f,2021,STEM,2nd,ME,,"BTC,ETH",trade,++,1,--,,family,Y,N
11603,online,2025,STEM,PhD,Europe,Public,ETH,"remittance,trans",++,4-5,,50,friends,Y,Y
11604,online,2024,Humanities,3rd,USA,Finance,"BTC,ALT","remittance,trans",+++,1,,75,study/research,Y,Y
11605,f2f,2025,Business,1st,USA,Finance,"BTC,ALT","remittance,trans",++,,,50,study/research,Y,Y
11606,f2f,2021,STEM,PhD,ME,Medical,BTC,"trade,remittance",+++,4-5,-,25,family,Y,Y
11607,f2f,2024,Business,1st,Turkey,Legal,ALT,"remittance,trans",++,,,50,study/research,Y,Y
11608,f2f,2021,STEM,MSc,Europe,Finance,"BTC,ETH",trade,+++,1,--,,friends,Y,Y
11609,online,2024,Business,3rd,China,Finance,"BTC,ALT","remittance,trans",++,1,,25,study/research,Y,Y
11610,f2f,2021,STEM,1st,Africa,Legal,,trade,+,1,-,,marketing,N,N
11611,f2f,2020,Business,3rd,South America,Engineering,ETH,remittance,+++,1-3,,100,study/research,Y,Y
11612,f2f,2021,Business,3rd,Europe,Engineering,"BTC,ETH,NFT",trade,+++,4-5,--,,study/research,N,N
11613,online,2021,STEM,MSc,China,Technology,BTC,"trade,remittance",+++,1,+,100,marketing,N,Y
11614,f2f,2025,Humanities,Phd,Europe,Engineering,"NFT,ALT","remittance,trans",++,5+,,50,study/research,Y,Y
11615,f2f,2020,Humanities,2nd,China,Medical,BTC,trade,+++,1,+,,marketing,Y,N
11616,online,2023,STEM,MSc,Europe,,"BTC,ETH",trade,+,1,+,,study/research,Y,N
11617,online,2022,STEM,MSc,Turkey,Retail,"BTC,ETH","trade,remittance",++,5+,+,50,family,Y,N
11618,online,2020,Humanities,1st,USA,Technology,"BTC,NFT,DOGE",trade,+,1,-,,marketing,Y,N
11619,f2f,2021,STEM,PhD,Europe,Engineering,ETH,trade,+++,4-5,,,study/research,Y,N
11620,online,2022,Humanities,MSc,USA,Technology,ETH,remittance,+++,5+,,25,marketing,N,N
11621,online,2025,STEM,PhD,USA,Technology,"BTC,ETH","remittance,trans",+++,5+,,50,study/research,Y,Y
11622,f2f,2023,Humanities,1st,USA,Legal,NFT,trade,+,1,--,,marketing,N,N
11623,f2f,2024,Humanities,1st,USA,Retail,"ETH,DOGE",trade,+++,1,-,,friends,N,N
11624,f2f,2021,STEM,3rd,Africa,Engineering,BTC,remittance,+++,1,,100,study/research,Y,Y
11625,online,2021,STEM,PhD,China,Medical,BTC,"trade,remittance",+,1,-,50,family,Y,N
11626,online,2023,STEM,3rd,South America,Finance,ALT,"remittance,trans",++,1,,25,study/research,Y,Y
11627,online,2024,Business,MSc,China,Retail,"BTC,ETH","trade,remittance,trans",+++,1-3,-,50,friends,Y,N
11628,online,2023,Business,3rd,Turkey,Medical,"BTC,ALT","remittance,trans",++,11,,25,family,Y,N
11629,online,2025,Business,PhD,Turkey,Technology,BTC,"remittance,trans",++,5+,,25,friends,Y,Y
11630,online,2022,STEM,2nd,ME,Technology,ETH,remittance,++,4-5,,75,friends,Y,Y
11631,online,2023,STEM,3rd,ME,Medical,"BTC,ETH",remittance,+,1-3,,100,family,N,Y
11632,online,2021,Humanities,1st,USA,Medical,"BTC,ETH",trade,+,1,--,,marketing,Y,N
11633,online,2025,STEM,3rd,USA,Finance,"BTC,ALT","remittance,trans",+++,4-5,,50,study/research,Y,Y
11634,online,2024,Business,PhD,USA,Retail,BTC,remittance,++,1-3,,100,marketing,N,Y
11635,f2f,2020,STEM,PhD,China,Technology,ETH,"trade,remittance",+,,++,25,family,Y,Y
11636,f2f,2020,STEM,PhD,China,Technology,ETH,"trade,remittance",+++,1-3,,,friends,Y,Y
11637,f2f,2021,Business,PhD,Africa,Technology,,"trade,remittance",+++,5+,--,25,family,N,N
11638,online,2021,STEM,PhD,Africa,Medical,NFT,trade,++,1,--,,marketing,Y,N
11639,online,2025,Business,MSc,South America,Legal,,"remittance,trans",++,1,,25,study/research,N,Y
11640,f2f,2020,Business,2nd,Turkey,Retail,"ETH,NFT,ALT",remittance,+,5+,,25,marketing,Y,N
11641,f2f,2020,STEM,Phd,China,Medical,ALT,"remittance,trans",++,1,,25,study/research,Y,N
11642,online,2022,Humanities,3rd,Turkey,Legal,"BTC,ALT",remittance,+++,5+,,25,family,N,Y
11643,f2f,2024,Business,3rd,South America,Finance,"ETH,ALT","remittance,trans",++,1-3,,100,study/research,Y,Y
11644,online,2021,Humanities,2nd,Africa,Finance,,trade,++,1,++,,marketing,Y,Y
11645,f2f,2021,Business,MSc,UK,Finance,BTC,trade,+++,1,+++,,friends,Y,Y
11646,f2f,2023,STEM,3rd,Africa,,"BTC,NFT,DOGE",trade,+,1-3,+,,family,Y,N
11647,online,2022,Humanities,3rd,Africa,Technology,,trade,+++,1,--,,marketing,Y,Y
11648,online,2022,STEM,3rd,China,Finance,"BTC,ETH",remittance,+++,1,,50,friends,Y,Y
11649,online,2025,Humanities,MSc,India,Technology,"ETH,DOGE","remittance,trans",+++,1,,50,study/research,Y,Y
11650,online,2020,STEM,MSc,USA,Technology,"BTC,ETH","trade,remittance,trans",,1-3,--,25,marketing,Y,Y
11651,online,2024,Business,MSc,USA,Retail,"BTC,ETH","trade,remittance,trans",,,+,,family,Y,Y
11652,online,2022,Humanities,1st,China,Retail,NFT,trade,+,1,+,,friends,Y,Y
11653,online,2021,STEM,PhD,South America,Engineering,BTC,remittance,+++,4-5,,75,friends,Y,N
11654,f2f,2021,STEM,PhD,ME,Technology,ETH,"trade,remittance",+,4-5,,25,marketing,Y,Y
11655,online,2022,STEM,MSc,ME,Retail,"BTC,ETH","trade,remittance",+,4-5,++,25,family,N,Y
11656,online,2020,STEM,2nd,ME,Retail,"BTC,NFT,DOGE",trade,+,1,+,,marketing,N,N
11657,online,2024,Business,MSc,China,Technology,,"trade,remittance",+++,5+,++,,family,N,Y
11658,online,2023,STEM,MSc,South America,Legal,BTC,"remittance,trans",+++,4-5,,25,marketing,N,Y
11659,f2f,2022,STEM,3rd,China,Engineering,"NFT,ALT",remittance,++,4-5,,75,friends,Y,Y
11660,f2f,2022,STEM,MSc,ME,Finance,"BTC,ETH","trade,remittance",+,1-3,++,75,family,Y,Y
11661,f2f,2023,Business,3rd,USA,Technology,"BTC,ALT","remittance,trans",++,1,,25,study/research,N,Y
11662,online,2021,Business,MSc,Turkey,Public,"BTC,ALT",remittance,++,1,,50,family,N,N
11663,online,2022,Humanities,1st,Turkey,Finance,BTC,trade,++,1,+,,marketing,N,N
11664,online,2021,STEM,MSc,Turkey,Finance,BTC,"trade,remittance",+++,1-3,-,75,family,Y,Y
11665,online,2025,Humanities,PhD,Turkey,Technology,"BTC,DOGE","remittance,trans",++,1,,75,study/research,N,Y
11666,online,2023,STEM,MSc,South America,Finance,"BTC,ALT","remittance,trans",+++,,,25,family,Y,Y
11667,online,2023,Humanities,3rd,USA,Finance,ETH,"remittance,trans",+++,4-5,,25,study/research,Y,N
11668,online,2020,Humanities,1st,UK,Public,NFT,trade,+,1,+,,marketing,Y,N
11669,f2f,2021,STEM,MSc,Europe,Engineering,BTC,remittance,+++,1,,75,marketing,Y,Y
11670,f2f,2023,Humanities,MSc,USA,Legal,"BTC,ETH",remittance,+,1-3,,25,study/research,N,Y
11671,online,2020,Business,Phd,South America,Finance,"ETH,NFT,ALT",remittance,++,1-3,,25,marketing,N,Y
11672,f2f,2022,Humanities,1st,USA,Public,DOGE,trade,+,1-3,--,,friends,Y,N
11673,f2f,2021,STEM,MSc,Africa,Engineering,BTC,trade,+++,1,--,,study/research,Y,Y
11674,f2f,2021,STEM,MSc,Europe,Engineering,"ETH,NFT,ALT",trade,+++,4-5,--,,study/research,Y,Y
11675,online,2021,STEM,MSc,Europe,Public,"BTC,ALT",remittance,++,1-3,,25,marketing,Y,Y
11676,online,2021,Business,MSc,India,Technology,"BTC,ETH","trade,remittance",++,4-5,+++,100,marketing,N,Y
11677,f2f,2020,Business,3rd,South America,Medical,"BTC,ALT",remittance,+++,,,75,study/research,Y,Y
11678,online,2020,STEM,PhD,India,Technology,BTC,"trade,remittance",+++,,--,50,family,N,Y
11679,online,2021,STEM,MSc,UK,Engineering,"NFT,ALT",trade,+++,5+,+,,study/research,Y,N
11680,online,2023,Humanities,Phd,Turkey,Retail,"NFT,ALT","remittance,trans",++,,,50,marketing,Y,Y
11681,online,2024,STEM,PhD,Europe,Technology,BTC,trade,++,1,+,,friends,Y,Y
11682,online,2023,Business,MSc,USA,Technology,ALT,"remittance,trans",+++,1,,75,study/research,Y,N
11683,f2f,2020,STEM,MSc,USA,Retail,"BTC,ETH",remittance,+,1-31-3,,25,family,N,N
11684,f2f,2021,STEM,MSc,Europe,Engineering,"BTC,ETH",trade,+++,1-3,,,study/research,Y,Y
11685,f2f,2020,Humanities,2nd,Europe,Public,BTC,remittance,+++,1-3,,50,marketing,N,N
11686,f2f,2021,Business,2nd,Turkey,Technology,,remittance,++,11-3,,75,study/research,Y,Y
11687,online,2020,STEM,PhD,Africa,,"ETH,NFT,ALT",trade,++,1,--,,marketing,N,N
11688,f2f,2021,STEM,PhD,India,Engineering,"BTC,ETH","trade,remittance",+++,4-5,--,25,family,Y,N
11689,f2f,2021,STEM,MSc,Europe,Finance,"NFT,ALT",trade,+++,5+,,,study/research,Y,Y
11690,f2f,2020,Humanities,Phd,USA,Technology,"BTC,NFT",remittance,+++,1-3,,25,family,Y,Y
11691,f2f,2020,STEM,2nd,ME,Engineering,"BTC,ETH",remittance,++,,,75,friends,Y,N
11692,online,2024,Humanities,2nd,USA,Retail,"BTC,ETH,NFT",trade,+,1,,,marketing,Y,N
11693,online,2021,Humanities,1st,ME,,"BTC,NFT,ALT",trade,+,1-3,+,,marketing,N,N
11694,online,2021,Humanities,2nd,China,Legal,"BTC,NFT,DOGE",trade,+,1,,,friends,N,N
11695,f2f,2022,STEM,1st,China,Public,"BTC,NFT,DOGE",trade,+,1,-,,friends,N,N
11696,f2f,2023,STEM,MSc,UK,Technology,"BTC,NFT",trade,+++,1-3,++,,study/research,N,Y
11697,online,2020,STEM,MSc,Turkey,Technology,"ETH,ALT",remittance,+++,5+,,25,study/research,N,N
11698,online,2024,STEM,PhD,China,Finance,DOGE,"trade,remittance",+++,1,,50,study/research,Y,N
11699,online,2024,STEM,1st,ME,,"BTC,NFT,DOGE",trade,+,1-3,--,,friends,N,N
11700,f2f,2025,Business,3rd,Europe,Engineering,"BTC,ETH","remittance,trans",+++,4-5,,50,friends,Y,Y
11701,online,2024,Humanities,3rd,South America,Technology,"BTC,ETH","remittance,trans",++,1,,25,marketing,Y,N
11702,online,2025,STEM,3rd,USA,Finance,"BTC,ETH","remittance,trans",++,1-3,,75,study/research,Y,Y
11703,online,2022,STEM,PhD,South America,Engineering,BTC,"trade,remittance,trans",++,1-3,++,75,family,Y,N
11704,online,2020,Humanities,3rd,South America,Public,DOGE,trade,+,1-3,+,,friends,N,N
11705,f2f,2022,Business,MSc,USA,,ETH,"remittance,trans",+++,1,,25,family,Y,Y
11706,online,2020,STEM,MSc,Europe,,"BTC,NFT,ALT",trade,+,5+,--,,marketing,N,N
11707,f2f,2021,STEM,2nd,ME,,"BTC,NFT",trade,++,4-5,+,,marketing,Y,N
11708,online,2021,STEM,PhD,China,Technology,"BTC,NFT","trade,remittance",+++,1-3,-,25,marketing,Y,Y
11709,f2f,2024,Business,3rd,Turkey,Finance,"BTC,ALT","remittance,trans",++,4-5,,50,marketing,Y,Y
11710,online,2022,STEM,2nd,USA,Technology,"BTC,DOGE",remittance,++,1-31-3,,75,marketing,Y,N
11711,online,2024,Business,3rd,India,Finance,BTC,"trade,remittance,trans",,4-5,,25,family,Y,Y
11712,online,2023,Humanities,3rd,Turkey,Finance,BTC,"remittance,trans",++,1-3,,100,family,Y,Y
11713,f2f,2020,Business,PhD,Europe,,"BTC,ALT",remittance,++,1-31-3,,75,marketing,N,N
11714,online,2020,Business,PhD,South America,Engineering,BTC,"trade,remittance,trans",+++,1-3,-,100,study/research,N,Y
11715,online,2023,STEM,Phd,Turkey,Finance,BTC,"remittance,trans",++,5+,,75,study/research,N,Y
11716,online,2025,Humanities,3rd,Europe,,"BTC,ALT","remittance,trans",+++,1,,75,marketing,Y,Y
11717,f2f,2022,Humanities,3rd,Europe,Engineering,"BTC,ALT",remittance,+++,,,25,marketing,N,Y
11718,f2f,2024,STEM,MSc,ME,Finance,ETH,trade,+++,5+,+++,,study/research,Y,Y
11719,f2f,2020,STEM,3rd,Europe,Engineering,"ETH,NFT,ALT",trade,+++,4-5,--,,study/research,N,Y
11720,online,2024,STEM,MSc,South America,Engineering,ETH,"remittance,trans",+++,4-5,,75,marketing,Y,N
11721,online,2025,Business,3rd,India,Public,,"remittance,trans",+++,4-5,,25,family,Y,Y
11722,online,2020,Business,MSc,South America,Technology,"BTC,ALT","remittance,trans",++,11,,25,marketing,N,Y
11723,f2f,2020,Humanities,Phd,South America,Public,"BTC,ETH",remittance,+++,1-31-3,,25,friends,Y,N
11724,online,2020,STEM,3rd,USA,Engineering,"ETH,NFT,ALT",remittance,+++,1-3,,25,marketing,N,N
11725,online,2022,Humanities,1st,USA,Legal,"BTC,NFT,DOGE",trade,+,1,-,,marketing,N,N
11726,online,2023,STEM,MSc,Africa,Medical,,"trade,remittance",+++,4-5,+++,25,family,Y,N
11727,online,2020,Business,MSc,USA,Medical,ETH,remittance,+,4-5,,50,study/research,N,N
11728,online,2025,STEM,MSc,South America,Medical,ALT,"remittance,trans",++,,,75,family,Y,Y
11729,online,2024,Humanities,3rd,USA,Technology,ALT,"remittance,trans",++,4-5,,100,family,Y,Y
11730,online,2024,Business,3rd,South America,,"BTC,ALT","remittance,trans",++,1-3,,25,study/research,Y,Y
11731,f2f,2021,Business,PhD,Turkey,Technology,"BTC,ETH","trade,remittance",++,,-,,family,Y,Y
11732,f2f,2020,STEM,3rd,Europe,Medical,BTC,remittance,++,1-3,,100,marketing,N,N
11733,f2f,2020,STEM,3rd,Turkey,Legal,"BTC,ETH",remittance,+,4-5,,25,family,Y,N
11734,online,2021,Business,MSc,Africa,Technology,ETH,"trade,remittance",+,5+,,,friends,Y,Y
11735,online,2021,Humanities,3rd,USA,Finance,ETH,"remittance,trans",+++,1,,100,study/research,Y,N
11736,f2f,2024,STEM,PhD,Africa,Finance,BTC,trade,+++,4-5,,,study/research,Y,N
11737,online,2023,Business,3rd,USA,Technology,ALT,"remittance,trans",+++,1,,25,friends,Y,Y
11738,online,2021,STEM,MSc,India,Finance,NFT,"trade,remittance",+,1-3,++,50,family,Y,Y
11739,online,2022,STEM,3rd,ME,Engineering,"ETH,NFT,ALT",remittance,+++,,,25,friends,Y,N
11740,online,2021,STEM,PhD,ME,Technology,BTC,remittance,+++,1-3,,50,friends,Y,Y
11741,online,2020,Business,MSc,Turkey,Engineering,"ETH,DOGE","remittance,trans",+++,1,,50,study/research,Y,Y
11742,online,2023,STEM,3rd,India,Technology,"BTC,ETH,ALT","remittance,trans",+++,5+,,75,family,Y,Y
11743,online,2020,STEM,MSc,Africa,Technology,"BTC,ETH","trade,remittance",+++,,++,,family,Y,Y
11744,online,2021,Business,MSc,India,Finance,BTC,"trade,remittance",+++,4-5,+,75,friends,Y,N
11745,online,2022,Humanities,2nd,USA,Medical,"ETH,ALT",trade,+,1,-,,friends,Y,Y
11746,online,2020,STEM,PhD,USA,Medical,NFT,trade,+++,1,--,,friends,N,Y
11747,f2f,2021,Humanities,3rd,USA,,"BTC,ALT",remittance,+++,4-5,,100,marketing,N,Y
11748,f2f,2021,STEM,MSc,Africa,Finance,"ETH,ALT",trade,++,1-3,,,study/research,Y,Y
11749,f2f,2023,Business,1st,Europe,,"ETH,DOGE",trade,+,1,,,marketing,Y,N
11750,online,2024,Business,3rd,China,Finance,BTC,"trade,remittance,trans",,4-5,+,25,study/research,N,Y
11751,online,2020,Business,MSc,Europe,Legal,BTC,remittance,+++,5+,,50,marketing,Y,N
11752,online,2020,Humanities,3rd,USA,Public,"BTC,ETH",remittance,+++,4-5,,50,marketing,N,Y
11753,online,2020,STEM,MSc,China,Technology,"BTC,ETH","trade,remittance",+++,,,50,family,Y,N
11754,online,2024,Business,3rd,USA,Engineering,"BTC,ALT","remittance,trans",+++,4-5,,25,family,N,Y
11755,f2f,2020,Business,MSc,Turkey,Finance,"BTC,ALT",remittance,+++,1-3,,75,family,N,Y
11756,online,2020,STEM,MSc,Europe,Finance,"BTC,NFT,DOGE",trade,++,4-5,+++,,friends,N,Y
11757,f2f,2025,Business,3rd,Turkey,Retail,"BTC,ALT","remittance,trans",+++,,,25,study/research,Y,Y
11758,f2f,2025,Humanities,3rd,China,Technology,BTC,"remittance,trans",++,1,,100,study/research,Y,Y
11759,online,2023,STEM,3rd,Turkey,Finance,"BTC,ETH",remittance,+++,1,,25,friends,Y,Y
11760,online,2021,Humanities,Phd,Turkey,,"NFT,ALT","remittance,trans",+++,11,,50,friends,N,Y
11761,online,2020,STEM,3rd,USA,Engineering,"ETH,NFT,ALT",remittance,+++,1-3,,75,marketing,Y,Y
11762,online,2021,STEM,MSc,India,Medical,ETH,"trade,remittance",,1-3,--,50,family,Y,Y
11763,f2f,2023,Humanities,3rd,USA,Legal,"BTC,ALT",remittance,+++,4-5,,75,marketing,N,Y
11764,online,2021,Business,PhD,Europe,Finance,"BTC,ALT","remittance,trans",+++,1,,50,family,Y,Y
11765,f2f,2021,STEM,MSc,Africa,Retail,"BTC,ETH","trade,remittance",+++,4-5,--,25,family,Y,N
11766,online,2022,Humanities,MSc,India,Medical,ETH,remittance,++,1,,75,friends,Y,Y
11767,online,2022,Business,3rd,USA,Technology,"BTC,ALT","remittance,trans",+++,,,50,study/research,Y,N
11768,online,2022,Business,Phd,China,Finance,"BTC,ALT","remittance,trans",++,1,,75,family,N,Y
11769,f2f,2023,Humanities,1st,China,Finance,"BTC,ETH,ALT","remittance,trans",+++,1-3,,50,family,Y,Y
